"chr20,2832954,2847542","chr20,2977579,2994928",5.28
"chr20,2832954,2847542","chr20,3019300,3022957",5.66
"chr20,3064332,3066897","chr20,2792794,2798585",6.19
"chr20,3134334,3142527","chr20,3022958,3037442",6.37
"chr20,3152121,3155792","chr20,3114709,3125793",6.31
"chr20,3152121,3155792","chr20,3593861,3598155",5.81
"chr20,3195723,3228382","chr20,3230120,3236269",5.29
"chr20,3362663,3375123","chr20,3230120,3236269",5.47
"chr20,3362663,3375123","chr20,3356203,3360986",5.63
"chr20,3639448,3659815","chr20,3629351,3631478",5.34
"chr20,3639448,3659815","chr20,3867382,3882473",6.02
"chr20,3661351,3674501","chr20,3687756,3697320",5.31
"chr20,3661351,3674501","chr20,3761024,3764350",7.46
"chr20,3661351,3674501","chr20,3764351,3769872",5.09
"chr20,3661351,3674501","chr20,3867382,3882473",7.35
"chr20,3709919,3716037","chr20,3718154,3724159",7.55
"chr20,3709919,3716037","chr20,3724243,3733840",5.42
"chr20,3746581,3752164","chr20,3155793,3159394",5.54
"chr20,3746581,3752164","chr20,3867382,3882473",5.93
"chr20,3761024,3764350","chr20,3724243,3733840",9.79
"chr20,3761024,3764350","chr20,3752165,3756586",7.85
"chr20,3761024,3764350","chr20,3807121,3814190",5.69
"chr20,3761024,3764350","chr20,3848171,3855710",5.69
"chr20,3761024,3764350","chr20,3904867,3910986",6.31
"chr20,3761024,3764350","chr20,4000435,4002813",5.74
"chr20,3761024,3764350","chr20,4128839,4132078",5.45
"chr20,3764351,3769872","chr20,3807121,3814190",5.19
"chr20,3764351,3769872","chr20,3848171,3855710",6.53
"chr20,3764351,3769872","chr20,3867382,3882473",9.71
"chr20,3764351,3769872","chr20,4000435,4002813",7.41
"chr20,3764351,3769872","chr20,4064651,4066970",7.08
"chr20,3764351,3769872","chr20,4073472,4085575",6.4
"chr20,3785103,3805002","chr20,3807121,3814190",12.67
"chr20,3785103,3805002","chr20,3814191,3817844",5.47
"chr20,3867382,3882473","chr20,3724243,3733840",6.64
"chr20,3867382,3882473","chr20,3733841,3737628",5.72
"chr20,3867382,3882473","chr20,3737629,3739939",5.6
"chr20,3867382,3882473","chr20,3807121,3814190",5.81
"chr20,3867382,3882473","chr20,3848171,3855710",6.26
"chr20,3867382,3882473","chr20,3904867,3910986",5.86
"chr20,3867382,3882473","chr20,4064651,4066970",5.36
"chr20,3867382,3882473","chr20,4066971,4073471",6.21
"chr20,3882474,3899945","chr20,3709919,3716037",5.84
"chr20,3882474,3899945","chr20,3746581,3752164",12.14
"chr20,3882474,3899945","chr20,3761024,3764350",11.36
"chr20,3882474,3899945","chr20,3764351,3769872",15.98
"chr20,3882474,3899945","chr20,3785103,3805002",5.43
"chr20,3993488,3999058","chr20,3867382,3882473",6.86
"chr20,4021977,4064650","chr20,3724243,3733840",6.99
"chr20,4021977,4064650","chr20,3737629,3739939",5.81
"chr20,4021977,4064650","chr20,3867382,3882473",5.62
"chr20,4172080,4177081","chr20,4665304,4670606",7.62
"chr20,4172080,4177081","chr20,4694698,4702845",7.81
"chr20,4172080,4177081","chr20,4717472,4729637",7.96
"chr20,4665304,4670606","chr20,4576092,4586020",5.63
"chr20,4665304,4670606","chr20,4605340,4608887",5.01
"chr20,4665304,4670606","chr20,4929294,4933002",10.96
"chr20,4665304,4670606","chr20,4933003,4942104",5.3
"chr20,4665304,4670606","chr20,4979397,4983539",7.81
"chr20,4694698,4702845","chr20,4231070,4239388",5.35
"chr20,4694698,4702845","chr20,4563950,4565898",6.14
"chr20,4694698,4702845","chr20,4568840,4575297",6.39
"chr20,4694698,4702845","chr20,4575373,4576091",7.36
"chr20,4694698,4702845","chr20,4576092,4586020",13.29
"chr20,4694698,4702845","chr20,4586021,4602005",12.11
"chr20,4694698,4702845","chr20,4605340,4608887",7.04
"chr20,4694698,4702845","chr20,4608888,4611325",5.85
"chr20,4694698,4702845","chr20,4929294,4933002",6.83
"chr20,4694698,4702845","chr20,4946898,4950599",5.01
"chr20,4717472,4729637","chr20,4568840,4575297",6.48
"chr20,4717472,4729637","chr20,4576092,4586020",6.11
"chr20,4717472,4729637","chr20,4879300,4881220",6.69
"chr20,4717472,4729637","chr20,4911003,4923216",5.42
"chr20,4717472,4729637","chr20,4924007,4929293",5.03
"chr20,4717472,4729637","chr20,4929294,4933002",7.91
"chr20,4717472,4729637","chr20,4933003,4942104",11.24
"chr20,4717472,4729637","chr20,4942105,4944175",5.43
"chr20,4717472,4729637","chr20,4945680,4946897",5.5
"chr20,4717472,4729637","chr20,4955875,4966613",13.11
"chr20,4717472,4729637","chr20,4979397,4983539",5.57
"chr20,4717472,4729637","chr20,4991968,5000663",8.28
"chr20,4717472,4729637","chr20,5037951,5044277",6.73
"chr20,4717472,4729637","chr20,5079974,5084605",8.41
"chr20,4717472,4729637","chr20,5084606,5089240",7.55
"chr20,4794782,4805287","chr20,4717472,4729637",5.87
"chr20,4794782,4805287","chr20,4862539,4864042",7.94
"chr20,4794782,4805287","chr20,5089241,5094302",14.23
"chr20,4848008,4853720","chr20,4836561,4845266",5.59
"chr20,4848008,4853720","chr20,5089241,5094302",6.07
"chr20,4862539,4864042","chr20,4745755,4757681",6.61
"chr20,4862539,4864042","chr20,4856493,4859669",9.41
"chr20,4862539,4864042","chr20,4859670,4861494",5.99
"chr20,5089241,5094302","chr20,4717472,4729637",10.41
"chr20,5089241,5094302","chr20,4730057,4741164",5.99
"chr20,5089241,5094302","chr20,4742683,4744845",13.24
"chr20,5089241,5094302","chr20,4744846,4745754",7.81
"chr20,5089241,5094302","chr20,4745755,4757681",6.72
"chr20,5089241,5094302","chr20,4763591,4766931",7.45
"chr20,5089241,5094302","chr20,4784993,4794781",7
"chr20,5089241,5094302","chr20,4805288,4817171",6.58
"chr20,5089241,5094302","chr20,4924007,4929293",5.29
"chr20,5089241,5094302","chr20,4946898,4950599",5.84
"chr20,5089241,5094302","chr20,4967571,4970653",5.63
"chr20,5089241,5094302","chr20,4975736,4979396",6.42
"chr20,5089241,5094302","chr20,4979397,4983539",6.81
"chr20,5089241,5094302","chr20,5047569,5051784",5.25
"chr20,5089241,5094302","chr20,5079974,5084605",5.08
"chr20,5089241,5094302","chr20,5095331,5096432",6.73
"chr20,5089241,5094302","chr20,5096433,5097170",5.85
"chr20,5101169,5114541","chr20,4694698,4702845",5.26
"chr20,5101169,5114541","chr20,4717472,4729637",6.48
"chr20,5101169,5114541","chr20,5089241,5094302",7.13
"chr20,5291399,5301569","chr20,5889637,5893477",5.47
"chr20,5291399,5301569","chr20,5929472,5933156",7.12
"chr20,5505191,5515865","chr20,5760569,5766152",5.66
"chr20,5505191,5515865","chr20,5766641,5772925",14.53
"chr20,5505191,5515865","chr20,5772926,5774136",8.54
"chr20,5505191,5515865","chr20,5774137,5777739",10.05
"chr20,5505191,5515865","chr20,5777740,5783048",5.9
"chr20,5505191,5515865","chr20,5783049,5795005",13.45
"chr20,5505191,5515865","chr20,5795006,5801442",7.53
"chr20,5505191,5515865","chr20,5805554,5810059",6.25
"chr20,5505191,5515865","chr20,5810060,5815226",7.74
"chr20,5505191,5515865","chr20,5868049,5871714",9.07
"chr20,5505191,5515865","chr20,5889637,5893477",22.67
"chr20,5505191,5515865","chr20,5893478,5899586",12.23
"chr20,5505191,5515865","chr20,5899587,5905072",5.74
"chr20,5505191,5515865","chr20,5916587,5918682",12.55
"chr20,5505191,5515865","chr20,5918683,5920289",5.87
"chr20,5505191,5515865","chr20,5925478,5928190",5.93
"chr20,5505191,5515865","chr20,5929472,5933156",22.26
"chr20,5505191,5515865","chr20,5933157,5934948",9.25
"chr20,5505191,5515865","chr20,5935611,5945498",7.64
"chr20,5505191,5515865","chr20,5945499,5947672",7.69
"chr20,5505191,5515865","chr20,5962619,5967861",6.2
"chr20,5505191,5515865","chr20,5972706,5973315",6.25
"chr20,5505191,5515865","chr20,5983641,5991869",12.28
"chr20,5505191,5515865","chr20,6005279,6005799",6.46
"chr20,5505191,5515865","chr20,6054927,6058015",5.06
"chr20,5505191,5515865","chr20,6058016,6059566",10.44
"chr20,5585992,5601172","chr20,5515866,5523933",7.43
"chr20,5585992,5601172","chr20,5537891,5538411",5.36
"chr20,5585992,5601172","chr20,5538412,5547021",7.87
"chr20,5585992,5601172","chr20,5547022,5550439",8.67
"chr20,5585992,5601172","chr20,5550440,5555812",7.39
"chr20,5585992,5601172","chr20,5555827,5558560",5.6
"chr20,5585992,5601172","chr20,5560411,5562357",9.55
"chr20,5585992,5601172","chr20,5562358,5565429",6.53
"chr20,5585992,5601172","chr20,5565430,5568342",5.49
"chr20,5585992,5601172","chr20,5568343,5570463",14.39
"chr20,5585992,5601172","chr20,5570464,5575374",6.04
"chr20,5585992,5601172","chr20,5575375,5577351",18.03
"chr20,5585992,5601172","chr20,5577352,5580774",10.1
"chr20,5585992,5601172","chr20,5615704,5616877",5.38
"chr20,5585992,5601172","chr20,5616878,5625692",11.31
"chr20,5585992,5601172","chr20,5625693,5628028",28.88
"chr20,5585992,5601172","chr20,5628029,5641381",7.48
"chr20,5585992,5601172","chr20,5641382,5643885",7.68
"chr20,5585992,5601172","chr20,5645624,5648906",5.93
"chr20,5585992,5601172","chr20,5650110,5658266",6.47
"chr20,5585992,5601172","chr20,5666256,5669751",5.84
"chr20,5585992,5601172","chr20,5669752,5671266",5.99
"chr20,5585992,5601172","chr20,5671267,5684691",8.16
"chr20,5585992,5601172","chr20,5691401,5695110",5.42
"chr20,5585992,5601172","chr20,5695540,5701531",9.42
"chr20,5585992,5601172","chr20,5701532,5705707",6.75
"chr20,5585992,5601172","chr20,5712618,5724692",5.44
"chr20,5585992,5601172","chr20,5731340,5732280",6.85
"chr20,5585992,5601172","chr20,5732615,5734204",9.04
"chr20,5585992,5601172","chr20,5734205,5746877",10.47
"chr20,5585992,5601172","chr20,5746878,5753832",14.6
"chr20,5585992,5601172","chr20,5753833,5758408",6.56
"chr20,5585992,5601172","chr20,5758409,5760568",7.75
"chr20,5585992,5601172","chr20,5760569,5766152",15.28
"chr20,5585992,5601172","chr20,5766459,5766640",6.84
"chr20,5585992,5601172","chr20,5766641,5772925",11.7
"chr20,5585992,5601172","chr20,5774137,5777739",5.98
"chr20,5585992,5601172","chr20,5889637,5893477",11.48
"chr20,5585992,5601172","chr20,5929472,5933156",17.74
"chr20,5585992,5601172","chr20,5983641,5991869",6.11
"chr20,5724693,5731339","chr20,5585992,5601172",8.58
"chr20,5724693,5731339","chr20,5889637,5893477",9.5
"chr20,5868049,5871714","chr20,5487794,5495180",6.03
"chr20,5868049,5871714","chr20,5501052,5503938",5.92
"chr20,5868049,5871714","chr20,5625693,5628028",5.62
"chr20,5868049,5871714","chr20,5889637,5893477",9.53
"chr20,5889637,5893477","chr20,5386101,5388326",5.34
"chr20,5889637,5893477","chr20,5477323,5480360",5.53
"chr20,5889637,5893477","chr20,5495420,5499783",9.46
"chr20,5889637,5893477","chr20,5499784,5501051",7.28
"chr20,5889637,5893477","chr20,5501052,5503938",10.49
"chr20,5889637,5893477","chr20,5503939,5505190",12.73
"chr20,5889637,5893477","chr20,5515866,5523933",9.06
"chr20,5889637,5893477","chr20,5524130,5525523",5.02
"chr20,5889637,5893477","chr20,5538412,5547021",5.71
"chr20,5889637,5893477","chr20,5547022,5550439",5.63
"chr20,5889637,5893477","chr20,5783049,5795005",6.13
"chr20,5889637,5893477","chr20,5805554,5810059",6.55
"chr20,5929472,5933156","chr20,5114542,5125721",6.34
"chr20,5929472,5933156","chr20,5487794,5495180",10.86
"chr20,5929472,5933156","chr20,5501052,5503938",10.67
"chr20,5929472,5933156","chr20,5503939,5505190",7.17
"chr20,5929472,5933156","chr20,5515866,5523933",26.08
"chr20,5929472,5933156","chr20,5524130,5525523",9.13
"chr20,5929472,5933156","chr20,5525524,5531215",12.61
"chr20,5929472,5933156","chr20,5531216,5532261",7.9
"chr20,5929472,5933156","chr20,5532262,5533459",5.78
"chr20,5929472,5933156","chr20,5535026,5537890",8.94
"chr20,5929472,5933156","chr20,5537891,5538411",6.74
"chr20,5929472,5933156","chr20,5538412,5547021",7.74
"chr20,5929472,5933156","chr20,5547022,5550439",5.59
"chr20,5929472,5933156","chr20,5550440,5555812",6.54
"chr20,5929472,5933156","chr20,5555827,5558560",8.59
"chr20,5929472,5933156","chr20,5560411,5562357",5.45
"chr20,5929472,5933156","chr20,5568343,5570463",8.38
"chr20,5929472,5933156","chr20,5570464,5575374",6.27
"chr20,5929472,5933156","chr20,5575375,5577351",6.22
"chr20,5929472,5933156","chr20,5577352,5580774",5.23
"chr20,5929472,5933156","chr20,5580775,5585991",9.19
"chr20,5929472,5933156","chr20,5616878,5625692",6.49
"chr20,5929472,5933156","chr20,5625693,5628028",9.31
"chr20,5929472,5933156","chr20,5628029,5641381",5.37
"chr20,5929472,5933156","chr20,5666256,5669751",7.4
"chr20,5929472,5933156","chr20,5753833,5758408",5.17
"chr20,5929472,5933156","chr20,5760569,5766152",8.59
"chr20,5929472,5933156","chr20,5766641,5772925",8.32
"chr20,5929472,5933156","chr20,5772926,5774136",7.42
"chr20,5929472,5933156","chr20,5774137,5777739",6.61
"chr20,5929472,5933156","chr20,5777740,5783048",7.85
"chr20,5929472,5933156","chr20,5783049,5795005",8.89
"chr20,5929472,5933156","chr20,5795006,5801442",8.41
"chr20,5929472,5933156","chr20,5805554,5810059",7.89
"chr20,5929472,5933156","chr20,5810060,5815226",5.15
"chr20,5929472,5933156","chr20,5824732,5826453",6.29
"chr20,5983641,5991869","chr20,5503939,5505190",5
"chr20,5983641,5991869","chr20,5515866,5523933",7.81
"chr20,5983641,5991869","chr20,5560411,5562357",7.42
"chr20,5983641,5991869","chr20,5889637,5893477",5.31
"chr20,5983641,5991869","chr20,5929472,5933156",5.7
"chr20,6029080,6034995","chr20,5889637,5893477",5.39
"chr20,6029080,6034995","chr20,5929472,5933156",8.89
"chr20,7676207,7679978","chr20,7680920,7689115",6.25
"chr20,7997490,8001115","chr20,8364427,8367111",5.08
"chr20,7997490,8001115","chr20,8378747,8382672",6.21
"chr20,7997490,8001115","chr20,8385140,8395305",5.35
"chr20,7997490,8001115","chr20,8501691,8503347",5.39
"chr20,7997490,8001115","chr20,8685294,8688850",6.69
"chr20,7997490,8001115","chr20,8701824,8702364",5.49
"chr20,8588906,8591101","chr20,8012580,8016451",5.95
"chr20,8588906,8591101","chr20,8121842,8123714",5.26
"chr20,9490212,9501720","chr20,9388351,9393674",8.78
"chr20,9490212,9501720","chr20,9412513,9420233",5.85
"chr20,9490212,9501720","chr20,9430179,9436947",6.08
"chr20,9490212,9501720","chr20,9554274,9563309",5.21
"chr20,9490212,9501720","chr20,9585240,9593828",6.18
"chr20,9490212,9501720","chr20,10399608,10407757",7.18
"chr20,9490212,9501720","chr20,10470501,10474972",5.87
"chr20,9554274,9563309","chr20,9379482,9388350",7.28
"chr20,9554274,9563309","chr20,9388351,9393674",16.89
"chr20,9554274,9563309","chr20,9393675,9396645",7.9
"chr20,9554274,9563309","chr20,9421511,9425099",5.59
"chr20,9554274,9563309","chr20,9430179,9436947",8.93
"chr20,9554274,9563309","chr20,9436948,9437985",5.83
"chr20,9554274,9563309","chr20,9437986,9443271",5.67
"chr20,9554274,9563309","chr20,9445723,9452001",6.52
"chr20,9554274,9563309","chr20,9483270,9490211",7.25
"chr20,9554274,9563309","chr20,10407758,10411036",6.05
"chr20,9813258,9820523","chr20,9554274,9563309",6.61
"chr20,10015043,10016400","chr20,9597838,9609152",5.33
"chr20,10411365,10415968","chr20,9388351,9393674",6.57
"chr20,10411365,10415968","chr20,9462395,9464046",6.28
"chr20,10411365,10415968","chr20,9483270,9490211",7.66
"chr20,10411365,10415968","chr20,9554274,9563309",5.01
"chr20,10411365,10415968","chr20,9593829,9597837",5.71
"chr20,10411365,10415968","chr20,10509183,10517704",5.56
"chr20,10411365,10415968","chr20,10628119,10634162",5.47
"chr20,10411365,10415968","chr20,10652126,10657723",7.48
"chr20,10652126,10657723","chr20,11162981,11166639",5.37
"chr20,10652126,10657723","chr20,11175327,11183603",5.51
"chr20,10652126,10657723","chr20,11197559,11199544",6.61
"chr20,10652126,10657723","chr20,11201393,11204196",6.65
"chr20,10652126,10657723","chr20,11216528,11226439",5.9
"chr20,10652126,10657723","chr20,11228797,11230420",5.97
"chr20,10652126,10657723","chr20,11235338,11237831",7
"chr20,10652126,10657723","chr20,11244203,11246882",6.11
"chr20,10652126,10657723","chr20,11246883,11252331",7.13
"chr20,10652126,10657723","chr20,11263380,11266056",5.31
"chr20,10652126,10657723","chr20,11503765,11511707",6.97
"chr20,10652126,10657723","chr20,11524248,11529641",7.09
"chr20,10652126,10657723","chr20,11529642,11532235",5.92
"chr20,11003321,11010850","chr20,9554274,9563309",9.86
"chr20,11003321,11010850","chr20,10652126,10657723",8.72
"chr20,12999335,13000911","chr20,13002496,13004289",6.1
"chr20,13195287,13204250","chr20,13205913,13214550",5.86
"chr20,13214551,13220870","chr20,13195287,13204250",6.09
"chr20,13214551,13220870","chr20,13222160,13226620",18.58
"chr20,13222160,13226620","chr20,13181470,13187656",5.6
"chr20,13610574,13620702","chr20,13759014,13768440",5.69
"chr20,13759014,13768440","chr20,13307728,13311187",6.01
"chr20,13759014,13768440","chr20,13439296,13441892",5.79
"chr20,13759014,13768440","chr20,13588708,13591204",6.69
"chr20,13933778,13937676","chr20,13953453,13960423",5.98
"chr20,16726686,16732876","chr20,16710408,16719855",12.57
"chr20,16726686,16732876","chr20,17660712,17672229",8.42
"chr20,16961119,16965885","chr20,17201487,17209755",5.86
"chr20,17201487,17209755","chr20,17413050,17415896",5.36
"chr20,17201487,17209755","chr20,17445574,17449649",5.12
"chr20,17542510,17551506","chr20,17660712,17672229",6.93
"chr20,17542510,17551506","chr20,17836134,17842954",5.75
"chr20,17542510,17551506","chr20,17940563,17945640",7.19
"chr20,17542510,17551506","chr20,17958644,17964571",5.79
"chr20,17660712,17672229","chr20,17509606,17513307",7.47
"chr20,17660712,17672229","chr20,17566674,17570939",5.63
"chr20,17660712,17672229","chr20,17631698,17636463",5.41
"chr20,17660712,17672229","chr20,17683570,17687711",5.12
"chr20,17660712,17672229","chr20,17750461,17754617",7.19
"chr20,17660712,17672229","chr20,17792210,17798974",6.28
"chr20,17660712,17672229","chr20,17798975,17805232",7.15
"chr20,17660712,17672229","chr20,17805514,17808413",5.15
"chr20,17660712,17672229","chr20,17810122,17817920",6.55
"chr20,17660712,17672229","chr20,17817921,17822954",6.82
"chr20,17660712,17672229","chr20,17834721,17836133",6.81
"chr20,17660712,17672229","chr20,17836134,17842954",17.86
"chr20,17660712,17672229","chr20,17842955,17853833",9.35
"chr20,17660712,17672229","chr20,17855103,17866809",11.4
"chr20,17660712,17672229","chr20,17866810,17871391",10.26
"chr20,17660712,17672229","chr20,17871398,17873030",6.77
"chr20,17660712,17672229","chr20,17873031,17877373",17.04
"chr20,17660712,17672229","chr20,17877374,17880964",13.9
"chr20,17660712,17672229","chr20,17880965,17882597",12.39
"chr20,17660712,17672229","chr20,17885497,17886604",10.19
"chr20,17660712,17672229","chr20,17886605,17897491",10.42
"chr20,17660712,17672229","chr20,17897492,17918504",18.06
"chr20,17660712,17672229","chr20,17918505,17929387",8.29
"chr20,17660712,17672229","chr20,17929388,17932382",6.91
"chr20,17660712,17672229","chr20,17932383,17934288",7.75
"chr20,17660712,17672229","chr20,17936331,17939355",10.37
"chr20,17660712,17672229","chr20,17945641,17946455",8.07
"chr20,17660712,17672229","chr20,17951710,17957275",10.89
"chr20,17660712,17672229","chr20,17957276,17958643",5.18
"chr20,17660712,17672229","chr20,17958644,17964571",9.32
"chr20,17660712,17672229","chr20,17964572,17968966",6.1
"chr20,17660712,17672229","chr20,17971765,17976699",9.65
"chr20,17660712,17672229","chr20,17985368,18001478",7.44
"chr20,17660712,17672229","chr20,18004820,18010042",5.17
"chr20,17660712,17672229","chr20,18010043,18012514",6.05
"chr20,17660712,17672229","chr20,18023522,18026426",5.41
"chr20,17672230,17683569","chr20,17477755,17481433",6.4
"chr20,17672230,17683569","chr20,17855103,17866809",6
"chr20,17672230,17683569","chr20,17873031,17877373",6.37
"chr20,17672230,17683569","chr20,17880965,17882597",8.46
"chr20,17672230,17683569","chr20,17936331,17939355",5.8
"chr20,17822955,17834720","chr20,17505267,17509605",5.95
"chr20,17822955,17834720","chr20,17509606,17513307",5.9
"chr20,17822955,17834720","chr20,17566674,17570939",6.24
"chr20,17822955,17834720","chr20,17631698,17636463",9.23
"chr20,17822955,17834720","chr20,17660712,17672229",18.07
"chr20,17822955,17834720","chr20,17672230,17683569",12.06
"chr20,17822955,17834720","chr20,17779111,17784020",6.28
"chr20,17822955,17834720","chr20,17798975,17805232",6.32
"chr20,17822955,17834720","chr20,17940563,17945640",5.18
"chr20,17882598,17885496","chr20,17500612,17503861",6.05
"chr20,17882598,17885496","chr20,17514162,17521629",5.92
"chr20,17882598,17885496","chr20,17572254,17573950",5.41
"chr20,17882598,17885496","chr20,17619491,17631697",6.17
"chr20,17882598,17885496","chr20,17631698,17636463",7.42
"chr20,17882598,17885496","chr20,17636464,17645432",10.2
"chr20,17882598,17885496","chr20,17645433,17659900",5.77
"chr20,17882598,17885496","chr20,17659901,17660711",6.96
"chr20,17882598,17885496","chr20,17660712,17672229",33.55
"chr20,17882598,17885496","chr20,17672230,17683569",6.69
"chr20,17882598,17885496","chr20,17971765,17976699",5.53
"chr20,17940563,17945640","chr20,17477755,17481433",5.64
"chr20,17940563,17945640","chr20,17505267,17509605",5.41
"chr20,17940563,17945640","chr20,17509606,17513307",5.37
"chr20,17940563,17945640","chr20,17514162,17521629",11.67
"chr20,17940563,17945640","chr20,17530876,17534871",10.08
"chr20,17940563,17945640","chr20,17534872,17539068",6.29
"chr20,17940563,17945640","chr20,17551507,17552444",5.01
"chr20,17940563,17945640","chr20,17552445,17554505",6.11
"chr20,17940563,17945640","chr20,17554506,17556276",11.01
"chr20,17940563,17945640","chr20,17566674,17570939",9.5
"chr20,17940563,17945640","chr20,17631698,17636463",7.22
"chr20,17940563,17945640","chr20,17636464,17645432",6.06
"chr20,17940563,17945640","chr20,17659901,17660711",8.89
"chr20,17940563,17945640","chr20,17660712,17672229",16.64
"chr20,17940563,17945640","chr20,17932383,17934288",5.92
"chr20,17940563,17945640","chr20,17935192,17936330",5.44
"chr20,17940563,17945640","chr20,17936331,17939355",7
"chr20,17940563,17945640","chr20,17951710,17957275",5.46
"chr20,17940563,17945640","chr20,17964572,17968966",5.44
"chr20,17940563,17945640","chr20,17971765,17976699",5.12
"chr20,17946510,17951709","chr20,17514162,17521629",6.09
"chr20,17946510,17951709","chr20,17542510,17551506",5.89
"chr20,17946510,17951709","chr20,17552445,17554505",5.83
"chr20,17946510,17951709","chr20,17582781,17587814",5.57
"chr20,17946510,17951709","chr20,17587815,17609504",6.92
"chr20,17946510,17951709","chr20,17631698,17636463",9.53
"chr20,17946510,17951709","chr20,17636464,17645432",6.44
"chr20,17946510,17951709","chr20,17660712,17672229",33.85
"chr20,17946510,17951709","chr20,17672230,17683569",11.11
"chr20,17946510,17951709","chr20,17723169,17730044",5.28
"chr20,17946510,17951709","chr20,17940563,17945640",32.22
"chr20,17946510,17951709","chr20,17971765,17976699",5.3
"chr20,17946510,17951709","chr20,18487874,18492045",7.06
"chr20,18240173,18248069","chr20,17660712,17672229",5.71
"chr20,18240173,18248069","chr20,17940563,17945640",6.24
"chr20,18240173,18248069","chr20,18435052,18455802",8.41
"chr20,18359584,18362796","chr20,18325070,18328966",5.84
"chr20,18467181,18478442","chr20,18435052,18455802",5.14
"chr20,18588928,18596263","chr20,19191466,19199335",6.92
